GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
API Gateway,br.com.naildesigner.api_gateway,ApiGatewayApplication,5,3,0,0,2,1,1,1,1,1
API Gateway,br.com.naildesigner.api_gateway.config,GatewaySecurityConfig,0,97,0,0,0,19,0,7,0,7
API Gateway,br.com.naildesigner.api_gateway.config,CorsConfig,0,48,0,0,0,10,0,2,0,2
